Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:50,13h 20m,1 stop,In-flight meal not included,10844
SpiceJet,24/05/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No check-in baggage included,3841
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1 stop,In-flight meal not included,10844
Jet Airways,27/03/2019,Delhi,Cochin,DEL → MAA → BOM → COK,05:10,18:50,13h 40m,2 stops,In-flight meal not included,8728
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,14:25 02 May,18h,1 stop,No info,11467
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,15:30,6h 30m,1 stop,No info,15078
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,17:00,01:30 07 Jun,8h 30m,1 stop,No info,7198
Air India,24/06/2019,Delhi,Cochin,DEL → BOM → COK,21:00,07:40 25 Jun,10h 40m,1 stop,No info,8372
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 28 May,9h 30m,1 stop,In-flight meal not included,7308
SpiceJet,27/03/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,4414
