Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,No info,12717
IndiGo,12/05/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850
IndiGo,27/05/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,3597
SpiceJet,9/05/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,2175
Air Asia,12/04/2019,Banglore,Delhi,BLR → DEL,23:55,02:45 13 Apr,2h 50m,non-stop,No info,7080
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15 02 Apr,11h 5m,1 stop,In-flight meal not included,8849
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11h 25m,1 stop,In-flight meal not included,9899
Vistara,15/06/2019,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,4878
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,No info,7787
SpiceJet,3/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,3597
GoAir,1/04/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1 stop,No info,5281
