Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
SpiceJet,6/06/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,1965
IndiGo,6/06/2019,Delhi,Cochin,DEL → HYD → COK,06:50,16:10,9h 20m,1 stop,No info,6674
Air India,12/03/2019,Mumbai,Hyderabad,BOM → GOI → PNQ → HYD,05:05,16:55,11h 50m,2 stops,No info,16172
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,12:50,19:15,6h 25m,1 stop,In-flight meal not included,7268
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,12:15,5h 15m,1 stop,No info,17524
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,18:00,01:30 22 May,7h 30m,1 stop,No info,7888
IndiGo,6/06/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754
Air India,03/03/2019,Banglore,New Delhi,BLR → HBX → BOM → AMD → DEL,12:00,23:55,11h 55m,3 stops,No info,10573
Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,11:40,19:00,7h 20m,1 stop,No info,11789
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,19:10 07 May,22h 45m,1 stop,No info,13067
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,00:40,03:25,2h 45m,non-stop,No info,4238
