Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → MAA → DEL,09:45,16:00,6h 15m,1 stop,No info,12295
Air India,12/06/2019,Kolkata,Banglore,CCU → BBI → HYD → BLR,09:10,11:05 13 Jun,25h 55m,2 stops,No info,6117
SpiceJet,1/05/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543
Air India,6/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15 07 Mar,26h 35m,2 stops,No info,12646
SpiceJet,18/05/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 19 May,2h 55m,non-stop,No check-in baggage included,3919
Air India,15/03/2019,Banglore,New Delhi,BLR → MAA → DEL,11:50,11:35 16 Mar,23h 45m,1 stop,No info,6982
Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:45 25 Mar,25h 45m,1 stop,No info,13100
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No info,16079
Multiple carriers,9/03/2019,Delhi,Cochin,DEL → BOM → COK,06:40,19:15,12h 35m,1 stop,No info,13082
Air India,3/05/2019,Banglore,Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,6121
