Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,In-flight meal not included,15136
Multiple carriers,9/04/2019,Delhi,Cochin,DEL → HYD → COK,07:05,18:10,11h 5m,1 stop,No info,6601
Vistara,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,22:40 25 May,26h 20m,1 stop,No info,8452
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,14:25 02 May,21h 25m,1 stop,In-flight meal not included,9314
IndiGo,1/06/2019,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1 stop,No info,6386
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,01:30 25 Jun,14h,1 stop,No info,13377
Jet Airways,3/03/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:25,1h 30m,non-stop,No info,5678
Air Asia,18/05/2019,Banglore,Delhi,BLR → DEL,23:55,02:45 19 May,2h 50m,non-stop,No info,4483
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,14:00,12:35 28 May,22h 35m,1 stop,In-flight meal not included,12898
IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,7648
