Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,3/06/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1 stop,No info,9315
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,10:00,18:50,8h 50m,1 stop,No info,11667
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:40 13 Jun,20h 15m,1 stop,In-flight meal not included,6224
Air India,24/03/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,09:25,05:35 25 Mar,20h 10m,2 stops,No info,13349
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,09:00 16 Mar,16h 5m,1 stop,In-flight meal not included,11087
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,01:35 07 Mar,12h 35m,1 stop,No info,15603
Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 10 May,17h 5m,2 stops,No info,15129
IndiGo,9/04/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823
Vistara,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,22:40,15h 30m,1 stop,No info,8452
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1 stop,No info,12524
