Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,21/03/2019,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1 stop,No info,6426
Jet Airways,9/03/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:10,04:25 10 Mar,8h 15m,2 stops,No info,20904
Air Asia,9/04/2019,Delhi,Cochin,DEL → BLR → COK,20:45,07:10 10 Apr,10h 25m,1 stop,No info,6451
Air India,01/03/2019,Banglore,New Delhi,BLR → BBI → DEL,09:30,23:45,14h 15m,1 stop,No info,12704
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45 25 May,13h 20m,1 stop,No info,13067
Jet Airways,18/05/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,7229
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,04:25 23 Mar,34h,2 stops,No info,12347
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,13:55,21:00,7h 5m,1 stop,No info,17057
Air India,18/05/2019,Kolkata,Banglore,CCU → BOM → HBX → BLR,09:25,18:20,8h 55m,2 stops,No info,8366
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 10 May,15h 30m,1 stop,No info,15078
Air Asia,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,19:25,11h 50m,1 stop,No info,7870
