Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,3/04/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,5073
IndiGo,27/06/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 28 Jun,3h,non-stop,No info,3943
Jet Airways,27/03/2019,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1h 25m,non-stop,In-flight meal not included,3205
SpiceJet,12/05/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,3257
IndiGo,3/06/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 04 Jun,2h 35m,non-stop,No info,4804
IndiGo,09/03/2019,Banglore,New Delhi,BLR → NAG → DEL,16:50,21:35,4h 45m,1 stop,No info,10231
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 22 May,7h 30m,1 stop,In-flight meal not included,12898
IndiGo,21/03/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,non-stop,No info,2227
Air India,1/04/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,11:10 02 Apr,23h 10m,2 stops,No info,9258
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,09:20 25 May,16h 50m,1 stop,In-flight meal not included,9663
Jet Airways,21/05/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,No info,8040
