Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,10:00,16:15,6h 15m,1 stop,No info,11936
SpiceJet,18/03/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No info,3859
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,10:05 13 May,14h 5m,1 stop,In-flight meal not included,8586
Vistara,01/03/2019,Banglore,New Delhi,BLR → DEL,21:10,00:05 02 Mar,2h 55m,non-stop,No info,21730
IndiGo,1/06/2019,Delhi,Cochin,DEL → BOM → COK,17:10,01:30 02 Jun,8h 20m,1 stop,No info,6628
Air India,1/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,07:55 02 May,19h 55m,2 stops,No info,10151
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,14:25 22 May,21h 25m,1 stop,No info,11467
IndiGo,15/06/2019,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4h 55m,1 stop,No info,7010
Jet Airways,3/04/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,7229
IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,13:10,16:10,3h,non-stop,No info,8033
Jet Airways,18/05/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,No info,7229
