Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1 stop,No info,14781
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → HYD → COK,09:45,16:10,6h 25m,1 stop,No info,9646
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1 stop,In-flight meal not included,7851
SpiceJet,24/03/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:05,1h 20m,non-stop,No check-in baggage included,2175
Air India,9/05/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00,05:25 10 May,19h 25m,2 stops,No info,14424
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2 stops,No info,13014
Jet Airways,6/04/2019,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,16h 45m,1 stop,In-flight meal not included,5177
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,10:45,18:50,8h 5m,1 stop,No info,15135
Air India,21/06/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,5228
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,05:05 02 Mar,17h 25m,1 stop,No info,22270
