Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,6/04/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,4544
Jet Airways,12/04/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,5198
IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,09:15,01:30 19 May,16h 15m,1 stop,No info,7503
GoAir,01/03/2019,Banglore,New Delhi,BLR → GOI → DEL,15:45,20:15,4h 30m,1 stop,No info,12314
Air India,15/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1 stop,No info,8372
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,No info,14781
Jet Airways,24/06/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,8016
IndiGo,12/03/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,6297
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,09:20 02 May,24h 55m,1 stop,No info,14388
GoAir,1/06/2019,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6h 10m,1 stop,No info,6393
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 10 Jun,12h 55m,1 stop,No info,14939
