Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,21/04/2019,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,5438
Air Asia,24/05/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20 25 May,2h 30m,non-stop,No info,4107
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,12:00 25 Mar,16h 15m,1 stop,In-flight meal not included,11134
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,20:55,12:35 16 Jun,15h 40m,1 stop,In-flight meal not included,10262
Air India,24/05/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,07:00,01:20 25 May,18h 20m,2 stops,No info,14083
Vistara,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,23:25,16h 15m,1 stop,No info,9345
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,12:35 10 May,19h 5m,1 stop,In-flight meal not included,12373
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 16 Jun,9h 30m,1 stop,In-flight meal not included,10196
IndiGo,15/04/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,5947
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,09:20 13 Jun,19h 15m,1 stop,No info,13044
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,05:45,09:20 19 May,27h 35m,1 stop,In-flight meal not included,9663
