Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,9/04/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,19:00 10 Apr,19h 55m,2 stops,No info,9483
Vistara,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,22:40 07 Jun,26h 20m,1 stop,No info,8662
Jet Airways,9/05/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,In-flight meal not included,19644
GoAir,24/03/2019,Banglore,New Delhi,BLR → DEL,11:40,14:35,2h 55m,non-stop,No info,4340
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15 22 May,22h 15m,1 stop,In-flight meal not included,10844
SpiceJet,9/05/2019,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1 stop,No info,8224
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1 stop,No info,7905
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,19:40 25 Mar,26h 45m,1 stop,In-flight meal not included,11134
IndiGo,15/05/2019,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1 stop,No info,6037
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:55 07 Jun,17h 55m,1 stop,No info,12692
