Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,15/05/2019,Kolkata,Banglore,CCU → BOM → HBX → BLR,09:25,17:20 16 May,31h 55m,2 stops,No info,13616
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:35 22 Mar,6h 35m,1 stop,No info,6838
Jet Airways,24/05/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,7229
IndiGo,12/04/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4990
GoAir,27/05/2019,Delhi,Cochin,DEL → BOM → COK,07:00,12:55,5h 55m,1 stop,No info,5752
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,01:30 10 May,10h 25m,2 stops,No info,18191
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45 13 Jun,13h 20m,1 stop,In-flight meal not included,10539
Air Asia,9/03/2019,Delhi,Cochin,DEL → BLR → COK,16:45,07:10 10 Mar,14h 25m,1 stop,No info,8327
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1 stop,In-flight meal not included,10844
SpiceJet,12/06/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 13 Jun,2h 20m,non-stop,No info,3873
