Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823
Air India,1/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,09:10,21:50,12h 40m,2 stops,No info,12009
SpiceJet,21/06/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No info,3597
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:35 04 Mar,9h 35m,1 stop,No info,21226
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,12:35 10 Jun,17h 20m,1 stop,In-flight meal not included,10577
Air Asia,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,19:25,11h 50m,1 stop,No info,5320
IndiGo,21/03/2019,Banglore,New Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,6860
SpiceJet,21/03/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:10 22 Mar,1h 25m,non-stop,No info,1759
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,04:25 28 Mar,16h 55m,1 stop,No info,12242
SpiceJet,3/06/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 04 Jun,2h 20m,non-stop,No check-in baggage included,3841
Jet Airways,27/05/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,3502
