Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,21/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,05:00,19:15 22 May,38h 15m,2 stops,No info,9968
Jet Airways,18/05/2019,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,No info,9564
IndiGo,6/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,06:40,21:20,14h 40m,2 stops,No info,6610
IndiGo,09/03/2019,Banglore,New Delhi,BLR → HYD → DEL,15:40,20:35,4h 55m,1 stop,No info,5226
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,08:10 25 Mar,12h 25m,1 stop,No info,14231
Jet Airways,15/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 16 Jun,22h,2 stops,No info,13376
IndiGo,27/05/2019,Delhi,Cochin,DEL → HYD → COK,06:50,22:30,15h 40m,1 stop,No info,6674
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1 stop,No info,7408
Air India,24/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,08:55 25 May,23h 5m,2 stops,No info,15170
IndiGo,1/06/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,3597
