Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:50,23:15,14h 25m,1 stop,No info,8714
IndiGo,1/05/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4804
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,15:30,7h 30m,1 stop,No info,15078
SpiceJet,21/04/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,4807
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,11:35,21:00,9h 25m,3 stops,No info,21829
Vistara,24/03/2019,Banglore,New Delhi,BLR → DEL,11:30,14:10,2h 40m,non-stop,No info,5403
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,16:10,9h 10m,1 stop,No info,26890
GoAir,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,23:30,07:45 19 May,8h 15m,1 stop,No info,7335
Jet Airways,27/03/2019,Delhi,Cochin,DEL → MAA → BOM → COK,17:35,04:25 28 Mar,10h 50m,2 stops,In-flight meal not included,9412
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11h 25m,1 stop,In-flight meal not included,10844
IndiGo,6/06/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4990
