Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,27/05/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,09:25 28 May,20h 10m,2 stops,No info,10467
IndiGo,1/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 02 Jun,14h 55m,1 stop,No info,6206
Air India,24/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,18:30 25 May,30h 30m,2 stops,No info,10151
IndiGo,12/06/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4804
GoAir,24/03/2019,Banglore,New Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No info,5048
Jet Airways,6/06/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,4050
SpiceJet,1/06/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,3919
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15 10 Jun,11h 5m,1 stop,In-flight meal not included,11841
IndiGo,24/04/2019,Delhi,Cochin,DEL → BOM → COK,20:25,01:30 25 Apr,5h 5m,1 stop,No info,5065
Air India,9/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,18:30 10 May,30h 30m,2 stops,No info,9626
