Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1 stop,No info,14848
IndiGo,24/04/2019,Delhi,Cochin,DEL → HYD → COK,05:05,12:10,7h 5m,1 stop,No info,6171
SpiceJet,24/06/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,1965
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,In-flight meal not included,10539
Air Asia,1/06/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,4483
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,06:00,19:15,13h 15m,1 stop,No info,8371
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,13:55,04:25 07 Mar,14h 30m,1 stop,No info,15764
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,In-flight meal not included,10844
Air India,18/05/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50,05:35 19 May,12h 45m,2 stops,No info,11642
IndiGo,12/04/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,4423
