Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
SpiceJet,6/06/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 07 Jun,2h 55m,non-stop,No check-in baggage included,3257
IndiGo,6/05/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
IndiGo,12/05/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 13 May,2h 20m,non-stop,No info,5277
SpiceJet,9/04/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,3873
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 25 May,12h 10m,1 stop,In-flight meal not included,10844
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:00,01:30 28 May,8h 30m,1 stop,No info,7198
Air India,15/05/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,6094
IndiGo,3/05/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,3943
IndiGo,15/05/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 16 May,3h,non-stop,No info,3943
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00 02 Apr,16h,1 stop,No info,12681
Vistara,15/04/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,5613
