Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,03/03/2019,Banglore,New Delhi,BLR → BOM → NAG → DEL,19:10,10:35 07 Mar,15h 25m,2 stops,No info,13355
Air India,24/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,13:45 25 May,28h 20m,2 stops,No info,12592
Air India,1/06/2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No info,3625
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,04:25 25 Jun,13h 25m,1 stop,In-flight meal not included,10262
Air India,21/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 22 May,23h 30m,2 stops,No info,9443
Air India,9/03/2019,Delhi,Cochin,DEL → BOM → COK,08:40,19:15,10h 35m,1 stop,No info,18959
IndiGo,3/03/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:45,1h 25m,non-stop,No info,4784
Air India,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,17:30,12:00 02 Apr,18h 30m,1 stop,No info,7893
Air India,27/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,07:40 28 Jun,24h 50m,2 stops,No info,14431
Jet Airways Business,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,11:25,5h 40m,1 stop,Business class,79512
Jet Airways,24/05/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,3210
