Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,16:10,8h 10m,1 stop,In-flight meal not included,9134
Jet Airways,9/04/2019,Delhi,Cochin,DEL → BOM → COK,20:55,12:35 10 Apr,15h 40m,1 stop,No info,11822
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 10 May,10h 30m,1 stop,No info,15078
SpiceJet,1/03/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:10 02 Mar,1h 25m,non-stop,No info,11005
IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:35 22 Mar,10h 35m,1 stop,No info,7006
IndiGo,09/03/2019,Banglore,New Delhi,BLR → HYD → DEL,16:55,21:50,4h 55m,1 stop,No info,4259
Air India,9/03/2019,Delhi,Cochin,DEL → HYD → BOM → COK,21:30,19:15 10 Mar,21h 45m,2 stops,No info,11762
Jet Airways,24/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,09:00 19 Mar,24h 5m,1 stop,In-flight meal not included,8147
SpiceJet,27/05/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841
IndiGo,3/04/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4174
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 28 May,10h 55m,1 stop,In-flight meal not included,12898
