Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,No info,8016
IndiGo,9/06/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049
Air India,03/03/2019,Banglore,New Delhi,BLR → CCU → DEL,05:50,12:55,7h 5m,1 stop,No info,12389
SpiceJet,12/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,3597
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,01:30 16 May,14h,1 stop,No info,13727
Jet Airways,1/05/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,No info,5678
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10h 40m,1 stop,No info,7670
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1 stop,In-flight meal not included,10844
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,18:15 02 Apr,25h 45m,1 stop,In-flight meal not included,7064
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No info,8930
Air Asia,1/04/2019,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,non-stop,No info,4282
