Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,27/05/2019,Delhi,Cochin,DEL → LKO → BOM → COK,12:20,19:15 28 May,30h 55m,2 stops,No info,12488
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11h 25m,1 stop,In-flight meal not included,10844
Air India,3/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15 04 Jun,26h 35m,2 stops,No info,9968
Jet Airways,18/05/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,5198
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,04:40 02 May,14h 35m,1 stop,In-flight meal not included,8586
IndiGo,18/05/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,4332
IndiGo,6/05/2019,Kolkata,Banglore,CCU → MAA → BLR,08:10,13:00,4h 50m,1 stop,No info,5069
Jet Airways,6/05/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,4544
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,04:00,15:30,11h 30m,1 stop,No info,14973
Air India,12/03/2019,Banglore,New Delhi,BLR → BOM → IDR → GWL → DEL,06:45,18:05 13 Mar,35h 20m,3 stops,No info,13387
SpiceJet,9/06/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No info,3625
