Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,9/03/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,7817
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,In-flight meal not included,12373
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1 stop,In-flight meal not included,10844
Jet Airways,9/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,12:35 10 Jun,29h 50m,2 stops,No info,13376
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → HYD → COK,09:45,16:10,6h 25m,1 stop,No info,9646
SpiceJet,6/06/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 07 Jun,2h 20m,non-stop,No check-in baggage included,3841
SpiceJet,21/03/2019,Delhi,Cochin,DEL → BLR → COK,16:35,22:50,6h 15m,1 stop,No info,4957
IndiGo,9/03/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 10 Mar,2h 40m,non-stop,No info,4148
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,05:05 02 Mar,6h 15m,1 stop,No info,26890
Jet Airways,27/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:45 28 Mar,24h 35m,2 stops,In-flight meal not included,8834
