Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,18/04/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 19 Apr,2h 40m,non-stop,No info,4174
IndiGo,12/06/2019,Chennai,Kolkata,MAA → CCU,05:15,07:40,2h 25m,non-stop,No info,3540
Vistara,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,20:20,13h 10m,1 stop,No info,9345
Air India,6/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15 07 Jun,26h 35m,2 stops,No info,9653
IndiGo,18/03/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:45,1h 25m,non-stop,No info,3342
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 19 May,15h 30m,1 stop,No info,8073
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,20:45,14h 15m,1 stop,In-flight meal not included,7064
Jet Airways,27/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 28 Jun,22h,2 stops,No info,13376
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,08:25,18:50,10h 25m,1 stop,No info,15135
Air India,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,10:00,20:25,10h 25m,1 stop,No info,10413
Vistara,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,10:45 02 May,14h 25m,1 stop,No info,9187
