Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,15/06/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4804
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:45 25 Mar,20h 20m,1 stop,In-flight meal not included,10031
IndiGo,9/06/2019,Delhi,Cochin,DEL → HYD → COK,07:35,22:30,14h 55m,1 stop,No info,6442
Air India,21/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,07:40 22 May,19h 40m,2 stops,No info,9653
Vistara,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,20:20 10 Jun,27h 20m,1 stop,No info,8610
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,No info,14714
Air India,01/03/2019,Banglore,New Delhi,BLR → AMD → DEL,00:30,23:55,23h 25m,1 stop,1 Long layover,12599
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,04:55,19:00,14h 5m,1 stop,No info,9103
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 22 May,5h 35m,1 stop,In-flight meal not included,12898
SpiceJet,6/06/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,2647
Jet Airways,3/03/2019,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1h 25m,non-stop,No info,5678
