Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,18/03/2019,Kolkata,Banglore,CCU → BLR,10:10,12:55,2h 45m,non-stop,No info,4462
GoAir,27/04/2019,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No info,5048
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,23:35 25 May,27h 35m,1 stop,In-flight meal not included,10844
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,08:55,18:50,9h 55m,1 stop,No info,15411
IndiGo,18/03/2019,Kolkata,Banglore,CCU → BLR,17:15,19:55,2h 40m,non-stop,No info,4462
Jet Airways,27/03/2019,Mumbai,Hyderabad,BOM → HYD,15:50,17:20,1h 30m,non-stop,No info,5678
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:55,04:25 07 Mar,18h 30m,1 stop,No info,15764
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,22:20,19:45 07 Mar,21h 25m,1 stop,No info,17024
Air India,18/06/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,non-stop,No info,3100
Jet Airways,1/05/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,7229
