Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,20:30,01:35 04 Mar,5h 5m,1 stop,No info,8258
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1 stop,No info,7408
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1 stop,In-flight meal not included,10844
Jet Airways,21/03/2019,Delhi,Cochin,DEL → MAA → BOM → COK,16:10,18:50 22 Mar,26h 40m,2 stops,In-flight meal not included,8728
IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,21:00,9h 35m,1 stop,No info,5894
Air India,12/03/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4435
Jet Airways,21/05/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,4050
IndiGo,15/04/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 16 Apr,2h 35m,non-stop,No info,4174
Air India,27/03/2019,Delhi,Cochin,DEL → MAA → COK,09:45,09:25 28 Mar,23h 40m,1 stop,No info,5957
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,21:05 10 Jun,28h 5m,1 stop,No info,12692
