Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Vistara,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,09:05 02 Apr,25h 55m,1 stop,No info,7980
Air India,27/04/2019,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 28 Apr,25h 35m,1 stop,No info,6587
Vistara,6/05/2019,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,non-stop,No info,3687
Air India,15/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,19:15 16 May,24h 30m,2 stops,No info,13307
Air India,24/03/2019,Mumbai,Hyderabad,BOM → HYD,15:00,16:25,1h 25m,non-stop,No info,2050
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No info,10197
Vistara,24/06/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,4668
IndiGo,24/05/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,4990
IndiGo,24/05/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No info,7933
IndiGo,6/05/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,4049
