Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,In-flight meal not included,11446
Air India,1/05/2019,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,non-stop,No info,3100
GoAir,1/05/2019,Kolkata,Banglore,CCU → AMD → BLR,16:40,00:15 02 May,7h 35m,1 stop,No info,6484
IndiGo,9/05/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049
SpiceJet,24/03/2019,Banglore,New Delhi,BLR → DEL,20:30,23:20,2h 50m,non-stop,No check-in baggage included,3873
IndiGo,09/03/2019,Banglore,New Delhi,BLR → GOI → DEL,19:30,00:40 13 Mar,5h 10m,1 stop,No info,7280
Air India,27/05/2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No info,3625
SpiceJet,15/06/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 16 Jun,2h 55m,non-stop,No check-in baggage included,3919
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,16h 45m,1 stop,No info,15554
IndiGo,3/06/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850
Jet Airways,21/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,19:00 22 May,19h 55m,2 stops,No info,15129
