Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,9/03/2019,Delhi,Cochin,DEL → BOM → COK,06:00,21:00,15h,1 stop,No info,13677
Air India,27/05/2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 28 May,27h 20m,1 stop,No info,7480
Air India,24/06/2019,Delhi,Cochin,DEL → BOM → COK,19:00,07:40 25 Jun,12h 40m,1 stop,No info,8372
Jet Airways,27/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,04:25 28 Mar,23h,2 stops,No info,11664
Air India,18/06/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,6961
Air India,24/04/2019,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,6121
Air India,12/04/2019,Banglore,Delhi,BLR → DEL,06:10,08:55,2h 45m,non-stop,No info,5911
GoAir,6/05/2019,Banglore,Delhi,BLR → DEL,11:40,14:30,2h 50m,non-stop,No info,3398
Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 10 Jun,6h 30m,1 stop,No info,7530
GoAir,24/05/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,3419
Vistara,24/03/2019,Banglore,New Delhi,BLR → DEL,21:10,00:05 25 Mar,2h 55m,non-stop,No info,6558
