Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,1/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,11:10 02 May,23h 10m,2 stops,No info,11148
Jet Airways,15/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 16 Jun,13h 50m,2 stops,No info,13376
Air India,12/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,18:30,19:15 13 Jun,24h 45m,2 stops,No info,12488
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,15:00,04:25 22 Mar,13h 25m,1 stop,In-flight meal not included,6017
IndiGo,15/06/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
Air India,21/03/2019,Delhi,Cochin,DEL → MAA → COK,09:45,09:25 22 Mar,23h 40m,1 stop,No info,7532
Air India,9/06/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,09:25,05:35 10 Jun,20h 10m,2 stops,No info,11432
Vistara,6/06/2019,Banglore,Delhi,BLR → DEL,19:30,22:15,2h 45m,non-stop,No info,5088
SpiceJet,27/03/2019,Delhi,Cochin,DEL → MAA → COK,06:10,11:20,5h 10m,1 stop,No info,5351
Vistara,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,23:25,16h 15m,1 stop,No info,8610
