Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,6/04/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
Air India,3/06/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,09:25 04 Jun,20h 10m,2 stops,No info,10467
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,7408
Air India,15/06/2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 16 Jun,27h 20m,1 stop,No info,7480
SpiceJet,24/04/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 25 Apr,2h 20m,non-stop,No check-in baggage included,3841
SpiceJet,18/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543
Air India,24/06/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,19:15 25 Jun,38h,3 stops,No info,10493
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:00,7h 35m,1 stop,No info,9103
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5h 45m,1 stop,In-flight meal not included,10844
IndiGo,9/06/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
