Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:20 02 Apr,12h 10m,1 stop,No info,13364
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 28 Jun,9h 30m,1 stop,No info,13377
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 10 Jun,6h 35m,1 stop,In-flight meal not included,10262
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,In-flight meal not included,10844
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1 stop,No info,14571
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,18:50 10 Mar,32h 5m,2 stops,No info,19329
Air India,21/03/2019,Banglore,New Delhi,BLR → HYD → DEL,08:15,23:10,14h 55m,1 stop,No info,4943
Jet Airways,9/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 11 May,29h 20m,2 stops,No info,15129
Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2 stops,No info,15129
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:00 07 Jun,25h,1 stop,In-flight meal not included,10539
