Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,6/05/2019,Kolkata,Banglore,CCU → PAT → BLR,09:20,14:15,4h 55m,1 stop,No info,11319
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,20:45 16 May,23h 35m,1 stop,In-flight meal not included,10844
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,18:15,01:30 10 May,7h 15m,1 stop,No info,15078
SpiceJet,1/05/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:15 02 May,1h 30m,non-stop,No info,2017
Air Asia,1/06/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20 02 Jun,2h 30m,non-stop,No info,4409
IndiGo,9/06/2019,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,4h 35m,1 stop,No info,5054
Air India,15/03/2019,Banglore,New Delhi,BLR → CCU → GAU → DEL,05:50,22:10,16h 20m,2 stops,No info,10111
SpiceJet,18/03/2019,Banglore,New Delhi,BLR → DEL,20:30,23:20,2h 50m,non-stop,No check-in baggage included,4273
Jet Airways,21/03/2019,Delhi,Cochin,DEL → MAA → BOM → COK,13:55,18:50 22 Mar,28h 55m,2 stops,In-flight meal not included,8728
Air India,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,07:55 25 May,15h 5m,1 stop,No info,8576
Jet Airways,3/06/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,8016
