Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,23:35 07 Jun,27h 10m,1 stop,No info,14151
SpiceJet,1/03/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:05,1h 20m,non-stop,No info,12475
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,20:55,12:35 04 Jun,15h 40m,1 stop,No info,14714
Multiple carriers,24/05/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 25 May,6h 30m,1 stop,No info,8283
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,09:30 13 Mar,12h 55m,1 stop,In-flight meal not included,11087
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5h 45m,1 stop,In-flight meal not included,10844
IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 25 Jun,6h 55m,1 stop,No info,5883
Air India,15/03/2019,Banglore,New Delhi,BLR → CCU → BBI → DEL,05:50,16:20,10h 30m,2 stops,No info,7664
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 28 May,20h 25m,1 stop,In-flight meal not included,12898
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 13 Jun,20h 10m,1 stop,In-flight meal not included,10262
