Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,9/04/2019,Delhi,Cochin,DEL → BOM → COK,11:40,01:30 10 Apr,13h 50m,1 stop,No info,6645
IndiGo,1/05/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4804
IndiGo,09/03/2019,Banglore,New Delhi,BLR → STV → DEL,11:20,15:25,4h 5m,1 stop,No info,5746
GoAir,9/06/2019,Delhi,Cochin,DEL → HYD → COK,05:55,13:35,7h 40m,1 stop,No info,5199
IndiGo,18/03/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,4332
IndiGo,1/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,21:00,9h 35m,1 stop,No info,6416
Air India,18/03/2019,Banglore,New Delhi,BLR → BOM → JDH → DEL,06:45,16:20,9h 35m,2 stops,No info,12935
Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,20:20,11h 25m,1 stop,In-flight meal not included,7832
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 02 May,12h 10m,1 stop,In-flight meal not included,8586
Jet Airways,24/06/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,5769
