Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 02 Jun,15h 30m,1 stop,No info,7198
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,12:35,5h 30m,1 stop,No info,14714
IndiGo,9/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 10 Jun,9h 30m,1 stop,No info,6316
Air India,27/03/2019,Delhi,Cochin,DEL → BLR → COK,17:40,08:15 28 Mar,14h 35m,1 stop,No info,5998
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,16:20 13 Jun,21h 25m,1 stop,No info,13044
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → HYD → COK,13:05,22:30,9h 25m,1 stop,No info,9646
Air Asia,27/06/2019,Delhi,Cochin,DEL → BLR → COK,16:45,07:10 28 Jun,14h 25m,1 stop,No info,6451
GoAir,24/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,12:55,5h 55m,1 stop,No info,5281
Jet Airways,1/05/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,2228
IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,3943
Air India,15/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,07:40 16 Jun,20h 45m,2 stops,No info,11753
