Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,8h 25m,1 stop,No info,14151
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,No info,14714
Jet Airways,6/04/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,7229
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,04:25 28 Mar,19h 25m,1 stop,No info,12242
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,12:25,5h 25m,1 stop,In-flight meal not included,9134
IndiGo,1/05/2019,Banglore,Delhi,BLR → DEL,22:10,01:00 02 May,2h 50m,non-stop,No info,3943
Air India,1/06/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,6961
Jet Airways,12/03/2019,Mumbai,Hyderabad,BOM → JDH → DEL → HYD,08:15,16:35,8h 20m,2 stops,No info,23843
SpiceJet,24/05/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No info,3597
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,7408
SpiceJet,27/05/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,3257
