Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,6h 35m,1 stop,In-flight meal not included,10703
Vistara,3/05/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,5613
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:10,11h 40m,1 stop,No info,13759
IndiGo,12/06/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,3943
IndiGo,21/03/2019,Banglore,New Delhi,BLR → DEL,00:40,03:25,2h 45m,non-stop,No info,4944
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,In-flight meal not included,10262
SpiceJet,6/06/2019,Kolkata,Banglore,CCU → KNU → BLR,11:35,18:50,7h 15m,1 stop,No info,8479
IndiGo,3/06/2019,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8h 35m,1 stop,No info,7514
Air India,6/05/2019,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,6934
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 13 May,17h 5m,1 stop,In-flight meal not included,9663
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,11h,1 stop,In-flight meal not included,8085
