Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Vistara,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,10:45 22 May,27h 35m,1 stop,No info,9187
Vistara,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,09:05 07 Jun,12h 45m,1 stop,No info,8452
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,02:15,13:20,11h 5m,1 stop,No info,13961
Jet Airways,24/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,5769
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1 stop,No info,10877
IndiGo,9/04/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 10 Apr,2h 50m,non-stop,No info,4591
Air India,6/05/2019,Kolkata,Banglore,CCU → BOM → AMD → BLR,09:25,05:25 07 May,20h,2 stops,No info,17732
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,18:15,04:25 10 May,10h 10m,1 stop,In-flight meal not included,12373
Air Asia,27/06/2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,No info,3807
Vistara,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,20:20,13h 10m,1 stop,No info,9555
Air Asia,6/06/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,4483
