Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air Asia,24/03/2019,Banglore,New Delhi,BLR → DEL,23:25,02:10 25 Mar,2h 45m,non-stop,No info,4482
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,10:05 13 Jun,27h 35m,1 stop,In-flight meal not included,8529
Air India,3/03/2019,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,7931
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,09:20 19 May,14h 25m,1 stop,In-flight meal not included,9663
Jet Airways,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2 stops,In-flight meal not included,10368
Air India,18/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,21:50,9h 50m,2 stops,No info,10151
SpiceJet,27/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 02 Jun,6h 30m,1 stop,No info,7530
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → HYD → COK,14:55,22:30,7h 35m,1 stop,No info,6805
GoAir,18/06/2019,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No info,3419
