Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Vistara,24/03/2019,Banglore,New Delhi,BLR → DEL,16:00,18:35,2h 35m,non-stop,No info,11913
IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,18:55,21:45,2h 50m,non-stop,No info,6860
Jet Airways,12/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,13292
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,02:15,15:30,13h 15m,1 stop,No info,17057
Jet Airways,27/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,13014
Air India,3/03/2019,Delhi,Cochin,DEL → HYD → BOM → COK,07:05,19:15 04 Mar,36h 10m,2 stops,No info,11552
IndiGo,12/03/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,6297
IndiGo,24/03/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,4332
Air India,21/03/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,5674
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,07:05,19:15,12h 10m,1 stop,In-flight meal not included,10711
