Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,18/05/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,6144
IndiGo,1/05/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,15:05,01:35 28 Mar,10h 30m,1 stop,No info,12327
SpiceJet,6/05/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 19 May,5h 35m,1 stop,In-flight meal not included,12373
Air India,21/05/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 22 May,21h 15m,2 stops,No info,10231
IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11h 45m,1 stop,No info,7318
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,07:40 07 Mar,20h,1 stop,No info,16736
IndiGo,9/06/2019,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 10 Jun,5h 45m,1 stop,No info,6195
SpiceJet,6/06/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No info,2753
SpiceJet,24/03/2019,Chennai,Kolkata,MAA → CCU,09:30,12:05,2h 35m,non-stop,No check-in baggage included,3807
