Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,6/06/2019,Delhi,Cochin,DEL → HYD → COK,06:50,22:30,15h 40m,1 stop,No info,6674
IndiGo,3/03/2019,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7h 35m,1 stop,No info,7663
SpiceJet,18/04/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,4319
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,16h 45m,1 stop,In-flight meal not included,12373
Jet Airways,9/04/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 10 Apr,5h 35m,1 stop,No info,12242
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,No info,16289
GoAir,3/06/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,3419
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1 stop,In-flight meal not included,7851
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,15:15,9h 30m,1 stop,No info,12284
IndiGo,15/06/2019,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1 stop,No info,6386
Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 29 Jun,29h 20m,2 stops,No info,15339
