Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,15/06/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,10:05 02 May,15h 10m,1 stop,In-flight meal not included,8586
Air India,27/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,16:55,19:15 28 Jun,26h 20m,2 stops,No info,13591
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1 stop,No info,9646
Vistara,6/05/2019,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,non-stop,No info,4668
Air India,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,10:00,20:25,10h 25m,1 stop,No info,10203
Air India,24/03/2019,Banglore,New Delhi,BLR → COK → DEL,06:55,13:20,6h 25m,1 stop,No info,7932
Air India,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,07:55 02 Apr,15h 5m,1 stop,No info,7893
Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,13029
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,12:35 13 Jun,27h 35m,1 stop,In-flight meal not included,10262
IndiGo,12/06/2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No info,3574
