Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,03/03/2019,Banglore,New Delhi,BLR → DEL,21:10,23:55,2h 45m,non-stop,No info,7591
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,22:35,8h 40m,1 stop,In-flight meal not included,11134
IndiGo,27/05/2019,Delhi,Cochin,DEL → HYD → COK,05:05,12:10,7h 5m,1 stop,No info,6600
Air India,09/03/2019,Banglore,New Delhi,BLR → DEL,21:10,23:55,2h 45m,non-stop,No info,4966
Air India,1/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,07:40 02 Jun,24h 50m,2 stops,No info,15481
SpiceJet,1/03/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 02 Mar,2h 20m,non-stop,No info,5515
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,No info,14714
GoAir,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1 stop,No info,4959
Jet Airways,21/04/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,No info,7229
Air India,15/05/2019,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,No info,6094
Air Asia,24/04/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,4409
