Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,01:30 28 May,14h,1 stop,In-flight meal not included,6733
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,03:50,12:35,8h 45m,1 stop,No info,12192
Jet Airways,27/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:00 28 May,23h 50m,2 stops,No info,15129
Vistara,12/05/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,non-stop,No info,4668
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,12:35 28 Jun,19h 5m,1 stop,In-flight meal not included,10262
Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 19 May,18h 45m,2 stops,No info,15129
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → HYD → COK,07:10,22:30,15h 20m,1 stop,No info,7878
Jet Airways,18/03/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,8040
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,In-flight meal not included,12373
Air India,18/05/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 19 May,26h,2 stops,No info,12392
