Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,22:35 02 Apr,26h 35m,1 stop,No info,12681
Air India,1/04/2019,Delhi,Cochin,DEL → MAA → COK,09:45,09:25 02 Apr,23h 40m,1 stop,No info,5117
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,12:35 22 May,23h 35m,1 stop,In-flight meal not included,12898
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,08:15 07 May,25h 45m,1 stop,No info,13941
Jet Airways,21/05/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,4030
IndiGo,1/03/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:45,1h 25m,non-stop,No info,17501
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,09:20 13 Jun,19h 15m,1 stop,In-flight meal not included,8529
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 16 May,15h 30m,1 stop,No info,8073
Air India,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,19:15 10 May,24h 30m,2 stops,No info,11942
Jet Airways,21/03/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,18:50,13h 20m,2 stops,No info,11702
IndiGo,3/06/2019,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7h 35m,1 stop,No info,6442
