Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,07:00,13:20,6h 20m,1 stop,No info,15603
Jet Airways,24/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,04:25 25 Jun,21h 40m,2 stops,No info,13376
SpiceJet,27/06/2019,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5h 15m,1 stop,No info,5583
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,19:00 10 Jun,27h,1 stop,In-flight meal not included,10577
Air India,15/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,07:40 16 May,19h 40m,2 stops,No info,10651
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,04:40 13 Jun,14h 35m,1 stop,In-flight meal not included,7594
Air Asia,1/05/2019,Kolkata,Banglore,CCU → BBI → BLR,06:50,10:30,3h 40m,1 stop,No info,6857
IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,4423
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,In-flight meal not included,13344
SpiceJet,27/04/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 28 Apr,2h 55m,non-stop,No info,3971
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No info,18371
