Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,9/06/2019,Banglore,Delhi,BLR → DEL,16:55,19:45,2h 50m,non-stop,No info,4823
Air India,09/03/2019,Banglore,New Delhi,BLR → COK → DEL,22:00,13:20 13 Mar,15h 20m,1 stop,No info,8425
Jet Airways,15/05/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,No info,7229
GoAir,9/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1 stop,No info,5281
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 10 Mar,20h 25m,1 stop,No info,17549
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1 stop,No info,13797
IndiGo,12/04/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
Air India,3/06/2019,Delhi,Cochin,DEL → BLR → COK,17:40,09:35 04 Jun,15h 55m,1 stop,No info,7258
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,12:50,01:35 04 Mar,12h 45m,1 stop,No info,18192
Air India,1/05/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00,05:25 02 May,19h 25m,2 stops,No info,13899
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1 stop,In-flight meal not included,10844
