Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,1/04/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,01:20 02 Apr,15h 20m,2 stops,No info,10408
Air India,12/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,07:10,07:40 13 Jun,24h 30m,2 stops,No info,12488
IndiGo,9/06/2019,Chennai,Kolkata,MAA → CCU,05:15,07:40,2h 25m,non-stop,No info,3540
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 13 Jun,13h 20m,1 stop,In-flight meal not included,8529
Jet Airways,24/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 25 Jun,13h 50m,2 stops,No info,13376
GoAir,24/05/2019,Kolkata,Banglore,CCU → AMD → BLR,16:40,00:15 25 May,7h 35m,1 stop,No info,8855
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:50,13h 20m,1 stop,No info,14781
IndiGo,27/06/2019,Delhi,Cochin,DEL → BOM → COK,17:10,01:30 28 Jun,8h 20m,1 stop,No info,5684
Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 10 May,8h 55m,2 stops,In-flight meal not included,13029
Jet Airways,1/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:00 02 May,23h 50m,2 stops,No info,15129
