Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45 13 May,24h 10m,1 stop,No info,14151
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,15:15,01:35 07 Mar,10h 20m,1 stop,No info,15147
GoAir,15/06/2019,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No info,3898
IndiGo,15/05/2019,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11h 5m,1 stop,No info,6818
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,12:00 16 May,19h 30m,1 stop,No info,14781
Air Asia,21/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10,23:30,8h 20m,2 stops,No info,5192
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,No info,14441
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,21:05 25 May,24h 40m,1 stop,No info,14151
IndiGo,18/05/2019,Kolkata,Banglore,CCU → BBI → BLR,19:35,23:15,3h 40m,1 stop,No info,4226
Air India,27/05/2019,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,19:15 28 May,23h,2 stops,No info,13381
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,19:00,14h 5m,1 stop,No info,10678
