Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,18:50,11h 20m,1 stop,No info,15135
IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,17:10,01:30 22 May,8h 20m,1 stop,No info,6794
Vistara,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,20:20 16 May,27h 20m,1 stop,No info,8610
Air India,18/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,12:30 19 May,30h 40m,2 stops,No info,12723
Air India,6/06/2019,Kolkata,Banglore,CCU → BBI → BLR,12:00,13:15 07 Jun,25h 15m,1 stop,No info,7662
Multiple carriers,9/03/2019,Delhi,Cochin,DEL → BOM → COK,17:00,01:35 10 Mar,8h 35m,1 stop,No info,14343
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,01:30 02 Jun,15h 10m,1 stop,No info,6795
SpiceJet,9/05/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 10 May,2h 20m,non-stop,No info,3873
IndiGo,12/06/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754
Air India,6/03/2019,Mumbai,Hyderabad,BOM → CCU → HYD,06:10,21:15,15h 5m,1 stop,No info,16666
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,12:35,7h 40m,1 stop,No info,11098
