Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,18/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,01:20 19 May,15h 55m,2 stops,No info,11668
Air India,9/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,19:15 10 Jun,28h 50m,2 stops,No info,13381
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1 stop,No info,8073
Air Asia,1/03/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,5620
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,04:40 13 Jun,14h 35m,1 stop,No info,12739
Air Asia,3/05/2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,No info,5989
Air India,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,07:55 22 May,22h 30m,1 stop,No info,8891
Jet Airways,27/04/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,4544
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,19:00 07 Jun,27h,1 stop,In-flight meal not included,10262
Vistara,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,20:20 22 May,27h 20m,1 stop,No info,9345
