Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,15/06/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,5678
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45 13 May,13h 20m,1 stop,No info,14151
Jet Airways,21/04/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,4544
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25 13 Jun,28h 50m,1 stop,No info,12692
Jet Airways,9/03/2019,Delhi,Cochin,DEL → IXC → BOM → COK,13:45,04:25 10 Mar,14h 40m,2 stops,No info,17019
IndiGo,3/03/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,6565
GoAir,27/03/2019,Delhi,Cochin,DEL → BOM → COK,07:00,12:50,5h 50m,1 stop,No info,5281
Multiple carriers,9/06/2019,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1 stop,No info,9646
IndiGo,6/03/2019,Mumbai,Hyderabad,BOM → HYD,02:30,04:00,1h 30m,non-stop,No info,3175
Air India,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 28 Jun,23h 30m,2 stops,No info,9653
Air India,6/03/2019,Delhi,Cochin,DEL → BOM → COK,23:00,07:40 07 Mar,8h 40m,1 stop,No info,14777
