Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,19:15,12h 10m,1 stop,In-flight meal not included,11667
IndiGo,27/06/2019,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7h 35m,1 stop,No info,6442
Jet Airways,24/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 26 May,29h 20m,2 stops,No info,15129
Jet Airways,3/04/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,4544
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 16 May,13h 20m,1 stop,In-flight meal not included,9663
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,04:25 04 Jun,12h 25m,1 stop,No info,14714
Air India,27/05/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,non-stop,No info,3100
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,20:45 07 May,28h 15m,1 stop,In-flight meal not included,9663
IndiGo,21/03/2019,Delhi,Cochin,DEL → HYD → COK,06:40,12:00,5h 20m,1 stop,No info,5761
Air India,9/05/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,non-stop,No info,3100
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,No info,13626
