Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → HYD → COK,07:05,22:30,15h 25m,1 stop,No info,8310
Vistara,1/04/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,non-stop,No info,5403
Jet Airways,9/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 10 Jun,22h,2 stops,No info,13376
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:00,8h 25m,1 stop,No info,10877
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,00:45 08 Mar,25h 55m,1 stop,No info,14815
IndiGo,21/03/2019,Delhi,Cochin,DEL → HYD → COK,06:40,16:10,9h 30m,1 stop,No info,6558
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No info,14067
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,09:15,19:00,9h 45m,1 stop,No info,9627
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 04 Jun,23h 45m,1 stop,No info,14714
IndiGo,9/05/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5000
Multiple carriers Premium economy,21/03/2019,Delhi,Cochin,DEL → BOM → COK,06:00,21:00,15h,1 stop,No info,9845
