Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,15/06/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 16 Jun,2h 40m,non-stop,No info,4804
Air India,01/03/2019,Banglore,New Delhi,BLR → CCU → DEL,11:05,09:15 02 Mar,22h 10m,1 stop,No info,13439
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,04:25 28 Mar,10h 10m,1 stop,In-flight meal not included,6540
IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 02 Jun,2h 50m,non-stop,No info,4591
IndiGo,18/03/2019,Banglore,New Delhi,BLR → HYD → DEL,16:15,20:35,4h 20m,1 stop,No info,4437
Air Asia,21/03/2019,Delhi,Cochin,DEL → BLR → COK,20:10,07:10 22 Mar,11h,1 stop,No info,6151
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,7754
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,12:35 25 Jun,22h 35m,1 stop,In-flight meal not included,10262
Jet Airways,9/06/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,8016
SpiceJet,24/03/2019,Kolkata,Banglore,CCU → BLR,06:55,09:35,2h 40m,non-stop,No check-in baggage included,4781
Vistara,27/06/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,non-stop,No info,4668
