Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,9/03/2019,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1 stop,No info,7060
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,09:15 25 Mar,19h 20m,1 stop,No info,14231
Jet Airways,24/04/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,4544
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,15:05,18:50 10 Mar,27h 45m,1 stop,No info,16289
IndiGo,3/03/2019,Kolkata,Banglore,CCU → BLR,10:10,12:55,2h 45m,non-stop,No info,6565
IndiGo,21/06/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3597
Air India,6/05/2019,Delhi,Cochin,DEL → MAA → COK,20:40,09:25 07 May,12h 45m,1 stop,No info,7480
Vistara,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:45 13 May,17h 45m,1 stop,No info,9922
Jet Airways,27/05/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,7229
Jet Airways,15/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,12:35 16 Jun,16h 35m,2 stops,No info,14300
