Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,15/06/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,3419
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:40 13 May,20h 15m,1 stop,No info,13941
Air India,9/06/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,08:55 10 Jun,27h 5m,2 stops,No info,12723
Jet Airways,12/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,08:10,04:25 13 Jun,20h 15m,2 stops,No info,14300
Air India,3/05/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,6121
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:45,11h 45m,1 stop,No info,17549
SpiceJet,27/03/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:10 28 Mar,1h 25m,non-stop,No info,1759
IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4423
Jet Airways,9/04/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,4544
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,No info,12402
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,09:20 02 May,24h 55m,1 stop,In-flight meal not included,9663
