Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
GoAir,9/05/2019,Delhi,Cochin,DEL → BOM → COK,14:25,19:35,5h 10m,1 stop,No info,10188
Vistara,09/03/2019,Banglore,New Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,7398
Jet Airways,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,19:00 19 May,29h 35m,2 stops,No info,16704
IndiGo,01/03/2019,Banglore,New Delhi,BLR → HYD → DEL,16:55,21:50,4h 55m,1 stop,No Info,8153
Jet Airways,9/04/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,7229
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,01:30 28 May,12h 30m,1 stop,In-flight meal not included,6943
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,06:40,19:15,12h 35m,1 stop,No info,8937
Air India,3/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,09:25 04 Mar,26h 20m,2 stops,No info,9400
Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,20:25,13h 15m,1 stop,No info,13152
IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,22:10,01:00 02 Jun,2h 50m,non-stop,No info,3419
Vistara,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,09:05 13 Jun,12h 45m,1 stop,No info,7927
