Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 13 Jun,15h 30m,1 stop,No info,7198
Air India,27/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1 stop,No info,8669
IndiGo,9/06/2019,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1 stop,No info,6093
Air India,9/05/2019,Kolkata,Banglore,CCU → VNS → DEL → BLR,14:30,12:30 10 May,22h,2 stops,No info,15107
Air India,18/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,07:40 19 May,22h 40m,1 stop,No info,8372
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,22:35,14h 10m,1 stop,In-flight meal not included,7064
Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,22:55,15h 45m,1 stop,No info,12732
SpiceJet,27/06/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,3597
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,08:30,11:30,3h,non-stop,No info,7303
Air India,6/06/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14h 35m,2 stops,No info,10991
